p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
ITM2B2	1.26213305039209e-110	0.704689614127251	0.77	0.385	2.91085745411928e-106	Endothelial cells	ITM2B
A2M1	9.1377796987011e-108	0.663459264164889	0.65	0.25	2.10744613191143e-103	Endothelial cells	A2M
CD991	1.24761789520009e-103	0.552254919064822	0.67	0.279	2.87738115169996e-99	Endothelial cells	CD99
TMSB103	8.11331453118753e-103	0.835290082452811	0.969	0.936	1.87117373032778e-98	Endothelial cells	TMSB10
MSN1	3.08773438502516e-102	0.354473259900826	0.443	0.123	7.12124181218353e-98	Endothelial cells	MSN
MACF1	9.17755451726014e-102	0.255922509174521	0.299	0.063	2.11661939831571e-97	Endothelial cells	MACF1
VAMP5	5.61494267564289e-98	0.419226842089554	0.428	0.124	1.29497422928352e-93	Endothelial cells	VAMP5
SPTAN1	2.55906835166655e-96	0.279343775089701	0.334	0.078	5.90197933944856e-92	Endothelial cells	SPTAN1
CYB5R3	2.67915338770421e-95	0.335594354959525	0.488	0.152	6.17893145806222e-91	Endothelial cells	CYB5R3
EMP11	7.0131298052359e-95	0.546591618525178	0.457	0.141	1.61743812698156e-90	Endothelial cells	EMP1
SOCS3	1.11311117539937e-94	0.607028689900656	0.357	0.094	2.56716830382358e-90	Endothelial cells	SOCS3
MEF2C	3.28400178450807e-93	0.261303399111944	0.309	0.07	7.57389331561097e-89	Endothelial cells	MEF2C
PEA15	8.36507266547013e-93	0.257186143257349	0.344	0.084	1.92923670883738e-88	Endothelial cells	PEA15
GNAI2	5.07293237762738e-92	0.250487142752612	0.268	0.056	1.1699703942522e-87	Endothelial cells	GNAI2
ACTN4	5.63958822694685e-90	0.290784032163401	0.367	0.097	1.30065823278075e-85	Endothelial cells	ACTN4
MYL12A1	1.57297950460987e-88	0.524778089835592	0.742	0.367	3.62776263148174e-84	Endothelial cells	MYL12A
SLC38A2	2.29228369519047e-87	0.33604071097844	0.338	0.087	5.28669388621779e-83	Endothelial cells	SLC38A2
SEPP11	1.07215448277821e-85	0.255094669271314	0.455	0.135	2.47270988363139e-81	Endothelial cells	SEPP1
RHOA2	1.33124513355272e-82	0.497056319534392	0.742	0.383	3.07025065151264e-78	Endothelial cells	RHOA
MYL9	2.32451237641853e-82	0.904520011963887	0.443	0.156	5.36102289373405e-78	Endothelial cells	MYL9
MT2A2	4.455165800916e-81	1.20879836171788	0.568	0.255	1.02749488866526e-76	Endothelial cells	MT2A
MYL12B	1.28899420057905e-80	0.486409533553969	0.727	0.371	2.97280732479545e-76	Endothelial cells	MYL12B
CYR61	1.07783064367396e-78	0.661200807963074	0.334	0.091	2.48580081350525e-74	Endothelial cells	CYR61
EIF4G2	8.11128690149997e-73	0.328405626740651	0.545	0.217	1.87070609809294e-68	Endothelial cells	EIF4G2
HSP90B11	3.43564383717461e-69	0.40032889728798	0.6	0.263	7.9236253816758e-65	Endothelial cells	HSP90B1
RABAC1	5.93163774119625e-68	0.301769557337242	0.496	0.189	1.36801361225209e-63	Endothelial cells	RABAC1
MYADM	1.11551475765462e-66	0.335446715937747	0.436	0.156	2.57271168557885e-62	Endothelial cells	MYADM
SEPW12	2.30055661108338e-66	0.412197636102068	0.662	0.321	5.30577371214161e-62	Endothelial cells	SEPW1
CSRP1	6.00710812587178e-66	0.321289483123821	0.361	0.116	1.38541934706981e-61	Endothelial cells	CSRP1
ZFP361	6.548161348353e-66	1.27984902380481	0.699	0.445	1.51020245177065e-61	Endothelial cells	ZFP36
KLF63	1.47910622287988e-65	0.557320059980557	0.477	0.191	3.41126268182786e-61	Endothelial cells	KLF6
DUSP12	6.9364791697797e-65	0.648143699994947	0.473	0.184	1.59976019092629e-60	Endothelial cells	DUSP1
LINC001522	4.19219397184797e-64	0.259659972659596	0.268	0.071	9.66845695727298e-60	Endothelial cells	LINC00152
CLIC4	5.64982438309645e-63	0.25791337469592	0.367	0.119	1.30301899747353e-58	Endothelial cells	CLIC4
GADD45B2	1.26447350381856e-61	0.747956116630653	0.447	0.178	2.91625524185675e-57	Endothelial cells	GADD45B
CALR1	1.31544050302047e-61	0.388603826771935	0.637	0.305	3.03380043211611e-57	Endothelial cells	CALR
RAB11A	2.04274488178166e-60	0.309741337270095	0.393	0.141	4.71118252085305e-56	Endothelial cells	RAB11A
S100A61	3.15298557836763e-60	0.838115889938279	0.666	0.392	7.27173063938926e-56	Endothelial cells	S100A6
SERPING1	3.91573977102086e-59	0.432725655323403	0.381	0.137	9.03087063390541e-55	Endothelial cells	SERPING1
HSPA1A1	4.17194909627913e-59	0.693913361465191	0.371	0.129	9.62176620074855e-55	Endothelial cells	HSPA1A
FOSB2	1.19973726069719e-58	0.71580600416697	0.512	0.235	2.76695404434593e-54	Endothelial cells	FOSB
S100A111	2.08810805219304e-56	0.440898885301022	0.781	0.472	4.8158036007728e-52	Endothelial cells	S100A11
SEPT71	7.45191861249701e-56	0.323509813037693	0.484	0.204	1.71863598960019e-51	Endothelial cells	SEPT7
CALM11	7.18033537306628e-55	0.43843842087199	0.695	0.395	1.65600074709028e-50	Endothelial cells	CALM1
NFKBIA1	1.64464188638638e-54	0.56394775462261	0.498	0.222	3.79303758257291e-50	Endothelial cells	NFKBIA
LMNA1	1.39198623628103e-53	0.461236689302917	0.656	0.339	3.21033785673494e-49	Endothelial cells	LMNA
ANXA2	1.09468304615231e-52	0.491317755860336	0.643	0.354	2.52466750934107e-48	Endothelial cells	ANXA2
IGFBP2	1.92427215589492e-52	0.439595441314866	0.252	0.074	4.43794887314044e-48	Endothelial cells	IGFBP2
RAB13	8.64087778293201e-52	0.250796913719171	0.357	0.127	1.99284564307761e-47	Endothelial cells	RAB13
JUN1	1.01171658277144e-51	0.778667520682231	0.59	0.311	2.33332195484576e-47	Endothelial cells	JUN
FOS1	1.85502225890731e-51	1.09172377766543	0.795	0.641	4.27823783571793e-47	Endothelial cells	FOS
CLIC12	1.7473332881835e-50	0.350925600318903	0.631	0.331	4.02987476253761e-46	Endothelial cells	CLIC1
DSTN	2.0990801712384e-50	0.416822355490255	0.568	0.284	4.84110859892713e-46	Endothelial cells	DSTN
HSPA1B	1.47259805077458e-49	0.552104383977114	0.293	0.097	3.39625288450141e-45	Endothelial cells	HSPA1B
ACTB3	2.30734956161638e-45	0.4170319566344	0.986	0.947	5.32144029395585e-41	Endothelial cells	ACTB
LGALS13	4.48963647345027e-45	0.870091999657212	0.602	0.39	1.03544485987184e-40	Endothelial cells	LGALS1
IFI272	5.82164841032536e-45	0.439204543457052	0.572	0.278	1.34264677287334e-40	Endothelial cells	IFI27
VIM2	5.71969180221642e-44	0.47305578245123	0.975	0.939	1.31913252034517e-39	Endothelial cells	VIM
HSPA51	1.14944190472291e-43	0.365100121207936	0.445	0.199	2.65095786486245e-39	Endothelial cells	HSPA5
ICAM1	2.56800875301401e-43	0.518715541827193	0.273	0.096	5.92259858707621e-39	Endothelial cells	ICAM1
IGFBP72	2.72844434204126e-43	1.08531422613767	0.719	0.507	6.29261118604975e-39	Endothelial cells	IGFBP7
LGALS32	3.777874930905e-43	0.275104844006861	0.439	0.186	8.7129129531462e-39	Endothelial cells	LGALS3
CST32	4.58781736093242e-43	0.265224182294726	0.662	0.383	1.05808831795184e-38	Endothelial cells	CST3
DDX51	2.9395443731024e-42	0.367581720479972	0.658	0.393	6.77947118768607e-38	Endothelial cells	DDX5
HSPB11	3.12202692075221e-42	0.461948041752883	0.762	0.507	7.20033068733082e-38	Endothelial cells	HSPB1
FXYD51	3.54304964046744e-41	0.316559537983497	0.486	0.238	8.17133538581006e-37	Endothelial cells	FXYD5
CD592	1.18303482173001e-40	0.426475666040847	0.615	0.351	2.72843320935591e-36	Endothelial cells	CD59
PPIB1	1.2771543599332e-39	0.370959355855086	0.666	0.402	2.94550110031394e-35	Endothelial cells	PPIB
TUBA1B2	1.84198298071064e-39	0.404610423970509	0.613	0.344	4.24816534841294e-35	Endothelial cells	TUBA1B
KLF41	9.01419023243128e-36	0.299185785599187	0.301	0.117	2.07894269330563e-31	Endothelial cells	KLF4
BST21	4.09524977702702e-34	0.348335605663021	0.434	0.218	9.44487456075742e-30	Endothelial cells	BST2
ARF4	5.27996491253244e-34	0.263682138675082	0.393	0.184	1.21771830777736e-29	Endothelial cells	ARF4
JUNB1	8.67802544427419e-34	0.683439383498856	0.793	0.658	2.00141300821296e-29	Endothelial cells	JUNB
CDKN1A2	2.57446717620846e-32	0.473924881514066	0.451	0.238	5.93749364848957e-28	Endothelial cells	CDKN1A
GUK11	2.45374634696629e-31	0.277347452378706	0.576	0.349	5.65907520000835e-27	Endothelial cells	GUK1
UBC1	3.56442954663431e-31	0.31858092076657	0.818	0.655	8.2206438634027e-27	Endothelial cells	UBC
PPP1R15A1	2.73313492923818e-30	0.375748506208138	0.488	0.274	6.303429087302e-26	Endothelial cells	PPP1R15A
PDLIM31	4.0184138139079e-30	0.339275194488043	0.291	0.122	9.2676677790158e-26	Endothelial cells	PDLIM3
B2M2	4.50222153180776e-30	0.257962443231707	0.996	0.942	1.03834735188082e-25	Endothelial cells	B2M
MDK2	2.43154278429757e-29	0.256117191247711	0.311	0.136	5.60786712342549e-25	Endothelial cells	MDK
TPM3	6.42671090680485e-28	0.265312628246604	0.471	0.265	1.4821923364364e-23	Endothelial cells	TPM3
TUBB1	1.4161426852717e-27	0.268293025276037	0.6	0.365	3.26604987504213e-23	Endothelial cells	TUBB
DDIT41	1.92554867700535e-25	0.261579821322442	0.305	0.14	4.44089291377743e-21	Endothelial cells	DDIT4
ZFP36L11	1.9301369224905e-25	0.304932860997599	0.494	0.288	4.45147478433985e-21	Endothelial cells	ZFP36L1
EGR11	2.08575477683282e-25	0.469430841011813	0.486	0.28	4.81037624180953e-21	Endothelial cells	EGR1
NEAT12	2.14048656610765e-25	0.333608570905047	0.611	0.407	4.93660416741406e-21	Endothelial cells	NEAT1
IER31	4.07892003954085e-25	0.31382746368049	0.285	0.128	9.40721328719307e-21	Endothelial cells	IER3
IER21	5.79857033771603e-25	0.44719210825577	0.475	0.28	1.33732427698745e-20	Endothelial cells	IER2
MTRNR2L121	5.72916534849244e-24	0.631442628419821	0.77	0.639	1.32131740432281e-19	Endothelial cells	MTRNR2L12
RHOB2	2.67032157409718e-23	0.299166886919172	0.355	0.185	6.15856264634033e-19	Endothelial cells	RHOB
NR4A12	2.49050385370399e-22	0.398482753611323	0.482	0.298	5.74384903779752e-18	Endothelial cells	NR4A1
HLA-C1	8.75332663668632e-21	0.271758647526072	0.906	0.821	2.01877972221897e-16	Endothelial cells	HLA-C
HLA-E1	1.22141436481599e-20	0.323573279779614	0.701	0.527	2.81694794957511e-16	Endothelial cells	HLA-E
DNAJB11	6.21166817747782e-06	0.263413910970455	0.346	0.261	0.143259703177171	Endothelial cells	DNAJB1
MTRNR2L83	1.25540743696111e-191	1.42250222506193	0.92	0.28	2.8953461718634e-187	Melanocyte cells	MTRNR2L8
RHOC	6.30721490131919e-111	0.405231181905425	0.336	0.067	1.45463297269124e-106	Melanocyte cells	RHOC
MTRNR2L122	1.0039868705182e-87	1.29115254150293	0.895	0.639	2.31549491947612e-83	Melanocyte cells	MTRNR2L12
CRYAB3	1.52048765837562e-78	0.985057420003643	0.628	0.293	3.50670068651168e-74	Melanocyte cells	CRYAB
NDUFA11	2.1787006494458e-70	0.285179628109738	0.348	0.093	5.02473730781685e-66	Melanocyte cells	NDUFA11
RPL262	2.04270372992862e-68	0.651872521368679	0.981	0.852	4.71108761233438e-64	Melanocyte cells	RPL26
HSPA1A2	8.13158244696555e-64	0.370798507613755	0.404	0.13	1.87538685974367e-59	Melanocyte cells	HSPA1A
WARS	9.74844714102253e-63	0.679761506970115	0.462	0.181	2.24828436413403e-58	Melanocyte cells	WARS
RPL41	7.87890686520946e-62	0.491823031858722	0.993	0.987	1.81711229032326e-57	Melanocyte cells	RPL41
HSPA1B1	2.07533471305195e-60	0.340762874282239	0.333	0.097	4.78634444871172e-56	Melanocyte cells	HSPA1B
ATP5F1	9.68022167109356e-48	0.407429688743169	0.494	0.227	2.23254952400431e-43	Melanocyte cells	ATP5F1
ARPC1B1	7.44194655953773e-46	0.344407516798387	0.426	0.173	1.71633613502619e-41	Melanocyte cells	ARPC1B
HSP90AA11	2.82516672326878e-42	0.521876480487053	0.915	0.839	6.51568201387479e-38	Melanocyte cells	HSP90AA1
SORT1	2.51659608780651e-41	0.302270409414849	0.263	0.085	5.80402555730816e-37	Melanocyte cells	SORT1
RPL36A1	6.48293501355561e-41	0.474776725095047	0.652	0.402	1.49515930217633e-36	Melanocyte cells	RPL36A
S100A14	1.55742740552107e-40	0.591736984550062	0.808	0.64	3.59189482535324e-36	Melanocyte cells	S100A1
HSPA81	3.9139424207687e-39	0.482892979471187	0.842	0.707	9.02672540501886e-35	Melanocyte cells	HSPA8
GSTM3	6.55132132749664e-39	0.252960104161472	0.297	0.104	1.51093123776055e-34	Melanocyte cells	GSTM3
LGALS33	1.64886986816854e-37	0.47755677128798	0.418	0.186	3.80278857695711e-33	Melanocyte cells	LGALS3
CCT8	1.07405523466911e-36	0.27666798059729	0.384	0.161	2.47709358771737e-32	Melanocyte cells	CCT8
CSTB4	3.02239556204726e-36	0.531191173810229	0.613	0.407	6.97055088474958e-32	Melanocyte cells	CSTB
PSMA5	6.08309146047831e-36	0.273339545254356	0.336	0.134	1.40294338353011e-31	Melanocyte cells	PSMA5
ATP5J	1.1305030540984e-35	0.540302108973237	0.603	0.427	2.60727919366714e-31	Melanocyte cells	ATP5J
GNAS	2.16867091647426e-34	0.411799729190095	0.545	0.33	5.00160573466458e-30	Melanocyte cells	GNAS
HLA-C2	1.1298403947182e-33	0.614873009817555	0.942	0.821	2.60575090233857e-29	Melanocyte cells	HLA-C
ATP5E	3.79623032643637e-33	0.377104904896094	0.927	0.835	8.7552460018602e-29	Melanocyte cells	ATP5E
EXOC3	8.63701032974338e-31	0.325608654789685	0.338	0.145	1.99195369234872e-26	Melanocyte cells	EXOC3
CAPZA1	1.00587528379359e-30	0.395018226895416	0.363	0.168	2.31985016701315e-26	Melanocyte cells	CAPZA1
CTSK1	1.13170163774958e-30	0.27807214005117	0.292	0.114	2.61004348714187e-26	Melanocyte cells	CTSK
ANXA21	2.71289386794697e-29	0.528246235664964	0.54	0.355	6.2567471276461e-25	Melanocyte cells	ANXA2
IGFBP73	6.00540079343251e-29	0.756401658088262	0.686	0.508	1.38502558498934e-24	Melanocyte cells	IGFBP7
HLA-B1	1.94303732400648e-27	0.501416133837321	0.949	0.823	4.48122698035615e-23	Melanocyte cells	HLA-B
NME2	7.48181616041801e-27	0.328550661292856	0.513	0.306	1.7255312610772e-22	Melanocyte cells	NME2
SERF21	6.8711867565358e-26	0.377737904649144	0.966	0.939	1.58470180165985e-21	Melanocyte cells	SERF2
NBEAL1	7.44243094961975e-25	0.305653663882918	0.457	0.254	1.7164478499108e-20	Melanocyte cells	NBEAL1
HSPH11	7.6757005329638e-25	0.259459294062241	0.251	0.1	1.77024681391744e-20	Melanocyte cells	HSPH1
ANXA51	1.85690342562805e-24	0.430515719171895	0.803	0.723	4.28257637052598e-20	Melanocyte cells	ANXA5
S100A62	3.54304231440325e-24	0.465293760035316	0.574	0.393	8.17131848970821e-20	Melanocyte cells	S100A6
SOD32	1.67338362553251e-23	0.318530709910915	0.273	0.119	3.85932465556562e-19	Melanocyte cells	SOD3
ATP5B2	2.55448861151926e-23	0.416423850746954	0.574	0.411	5.89141708474687e-19	Melanocyte cells	ATP5B
CCT3	2.70376012619926e-23	0.331805397782272	0.453	0.268	6.23568197905336e-19	Melanocyte cells	CCT3
UQCR11	1.38892174511804e-21	0.306814072021032	0.533	0.35	3.20327022076572e-17	Melanocyte cells	UQCR11
PPIA2	2.14260316229719e-21	0.269740145084326	0.968	0.933	4.94148567320601e-17	Melanocyte cells	PPIA
APP3	5.66527944498056e-19	0.35175241132297	0.353	0.2	1.30658339839587e-14	Melanocyte cells	APP
NDUFA1	1.12772718028617e-18	0.258964006440194	0.462	0.29	2.60087719589399e-14	Melanocyte cells	NDUFA1
CCND11	5.60273556014908e-17	0.259733771004797	0.294	0.152	1.29215890223718e-12	Melanocyte cells	CCND1
RPL17	4.11504916442061e-16	0.274687462112868	0.538	0.376	9.49053788790325e-12	Melanocyte cells	RPL17
SOD1	4.71714753268415e-15	0.277265603568432	0.513	0.367	1.08791573546294e-10	Melanocyte cells	SOD1
COMT	1.04407967020376e-13	0.266917806802702	0.336	0.21	2.40796094339093e-09	Melanocyte cells	COMT
HSPB12	1.00222507375097e-12	0.382915654523295	0.608	0.508	2.31143168759187e-08	Melanocyte cells	HSPB1
HSPD11	3.07564566645505e-12	0.317883826671339	0.453	0.325	7.09336160054529e-08	Melanocyte cells	HSPD1
SLC25A52	4.2232358494426e-12	0.268004943507594	0.657	0.58	9.74004883956947e-08	Melanocyte cells	SLC25A5
UQCRQ2	2.94329037578885e-11	0.267154178419165	0.499	0.381	6.78811059368181e-07	Melanocyte cells	UQCRQ
LDHB1	1.57499009981997e-10	0.263257511510961	0.679	0.601	3.63239966721481e-06	Melanocyte cells	LDHB
HSPE11	1.61232147570723e-09	0.289399588346195	0.465	0.349	3.71849701942359e-05	Melanocyte cells	HSPE1
SAT11	5.17456728311387e-09	0.290296662787801	0.735	0.682	0.000119341045250455	Melanocyte cells	SAT1
POLR2L	1.99014817748186e-08	0.258973870580964	0.479	0.401	0.000458987874172641	Melanocyte cells	POLR2L
MT2A3	3.1086840591886e-08	0.399830252393745	0.353	0.256	0.000716955804570667	Melanocyte cells	MT2A
DNAJB12	5.30038738325821e-08	0.337265271523084	0.36	0.261	0.00122242834220084	Melanocyte cells	DNAJB1
LMNA2	9.21886745230489e-08	0.287618752876069	0.426	0.341	0.00212614740052508	Melanocyte cells	LMNA
HLA-A2	1.30254516852072e-06	0.261469136809736	0.944	0.89	0.0300405992215934	Melanocyte cells	HLA-A
ATP1A11	3.57176401790523e-05	0.314204799140711	0.316	0.266	0.823755935449482	Melanocyte cells	ATP1A1
RCVRN	0	3.34377575745083	0.946	0.007	0	Cancer stem cells	RCVRN
RHO	0	2.91187978127514	0.827	0.003	0	Cancer stem cells	RHO
NRL	0	2.62877217314429	0.905	0.005	0	Cancer stem cells	NRL
GNGT1	0	2.53332033138805	0.893	0.003	0	Cancer stem cells	GNGT1
ROM1	0	2.47922624935021	0.917	0.005	0	Cancer stem cells	ROM1
AIPL1	0	2.38514312243165	0.899	0.003	0	Cancer stem cells	AIPL1
PDE6H	0	2.16974335187273	0.262	0.002	0	Cancer stem cells	PDE6H
UNC119	0	2.10098977065493	0.905	0.032	0	Cancer stem cells	UNC119
PDE6G	0	2.09511037242564	0.833	0.01	0	Cancer stem cells	PDE6G
SAG	0	2.04069024984163	0.786	0.002	0	Cancer stem cells	SAG
CKB1	0	2.00619649008698	0.863	0.084	0	Cancer stem cells	CKB
ENO2	0	1.87300383592161	0.899	0.041	0	Cancer stem cells	ENO2
GNAT1	0	1.85055943143337	0.839	0.001	0	Cancer stem cells	GNAT1
PLEKHB1	0	1.83364339465144	0.833	0.026	0	Cancer stem cells	PLEKHB1
MAP1B1	0	1.81625451016207	0.899	0.02	0	Cancer stem cells	MAP1B
SYT1	0	1.74158040671928	0.893	0.002	0	Cancer stem cells	SYT1
GNB3	0	1.65217427170781	0.881	0.002	0	Cancer stem cells	GNB3
NEUROD1	0	1.5882557110268	0.833	0.001	0	Cancer stem cells	NEUROD1
RP1	0	1.47899339044719	0.857	0.001	0	Cancer stem cells	RP1
CNGA1	0	1.41261486843769	0.804	0.001	0	Cancer stem cells	CNGA1
SNAP25	0	1.40922258401455	0.845	0.003	0	Cancer stem cells	SNAP25
CADM1	0	1.38141097805884	0.857	0.032	0	Cancer stem cells	CADM1
DEFB119	0	1.36511502418634	0.774	0.001	0	Cancer stem cells	DEFB119
KCNV2	0	1.34082868692201	0.768	0.001	0	Cancer stem cells	KCNV2
RBP3	0	1.31256098418306	0.78	0.001	0	Cancer stem cells	RBP3
CADM2	0	1.29767429388527	0.804	0.002	0	Cancer stem cells	CADM2
RTBDN	0	1.28690626236011	0.756	0.001	0	Cancer stem cells	RTBDN
IMPG2	0	1.27341035516511	0.815	0.001	0	Cancer stem cells	IMPG2
GUCA1B	0	1.26794046875926	0.732	0.001	0	Cancer stem cells	GUCA1B
GUCA1A	0	1.24630973933588	0.613	0.001	0	Cancer stem cells	GUCA1A
PPP2R2B	0	1.23520386176637	0.804	0.015	0	Cancer stem cells	PPP2R2B
GNB1	0	1.20330332915765	0.768	0.054	0	Cancer stem cells	GNB1
PDC	0	1.19366600585046	0.726	0.001	0	Cancer stem cells	PDC
RP11-431M3.2	0	1.13830511927691	0.726	0.001	0	Cancer stem cells	RP11-431M3.2
IMPG1	0	1.11256294871197	0.744	0.001	0	Cancer stem cells	IMPG1
PCBP4	0	1.11148756165268	0.762	0.009	0	Cancer stem cells	PCBP4
CABP5	0	1.08345508637222	0.732	0.001	0	Cancer stem cells	CABP5
CPE	0	1.06969814331353	0.726	0.005	0	Cancer stem cells	CPE
ELOVL4	0	1.05559949029153	0.78	0.002	0	Cancer stem cells	ELOVL4
PRPH2	0	1.00222197790186	0.78	0	0	Cancer stem cells	PRPH2
CNGB1	0	0.997566869310039	0.726	0.001	0	Cancer stem cells	CNGB1
FSTL5	0	0.983388449370068	0.732	0.001	0	Cancer stem cells	FSTL5
PDE6A	0	0.981971542584247	0.738	0.001	0	Cancer stem cells	PDE6A
ALDOC	0	0.898208418020731	0.72	0.017	0	Cancer stem cells	ALDOC
RAX2	0	0.8668034023507	0.726	0	0	Cancer stem cells	RAX2
SNCB	0	0.850160771245809	0.643	0.013	0	Cancer stem cells	SNCB
ZNF385A	0	0.819701563761101	0.661	0.014	0	Cancer stem cells	ZNF385A
MPP4	0	0.813477162417064	0.589	0.002	0	Cancer stem cells	MPP4
VTN	0	0.812486464775036	0.565	0.007	0	Cancer stem cells	VTN
TFPI2	0	0.810646936364927	0.631	0.019	0	Cancer stem cells	TFPI2
DDC	0	0.791638491745032	0.613	0	0	Cancer stem cells	DDC
PRCD	0	0.777337340921638	0.637	0.008	0	Cancer stem cells	PRCD
TULP1	0	0.761150222119225	0.637	0.001	0	Cancer stem cells	TULP1
NR2E3	0	0.755913657861148	0.631	0	0	Cancer stem cells	NR2E3
EPB41L2	0	0.751893446682777	0.696	0.015	0	Cancer stem cells	EPB41L2
ATP1B2	0	0.75009716027322	0.643	0.023	0	Cancer stem cells	ATP1B2
STX3	0	0.742445186996674	0.679	0.039	0	Cancer stem cells	STX3
SEPT4	0	0.719700689041861	0.625	0.025	0	Cancer stem cells	SEPT4
REEP6	0	0.717191580823198	0.565	0.014	0	Cancer stem cells	REEP6
PROM1	0	0.715409199486154	0.631	0.001	0	Cancer stem cells	PROM1
RIMS2	0	0.714422479285128	0.595	0.023	0	Cancer stem cells	RIMS2
FAM161A	0	0.708776156881576	0.619	0.017	0	Cancer stem cells	FAM161A
SYP	0	0.690361430645746	0.619	0.002	0	Cancer stem cells	SYP
CLUL1	0	0.673414520321841	0.583	0.001	0	Cancer stem cells	CLUL1
PSIP1	0	0.659921701358723	0.637	0.041	0	Cancer stem cells	PSIP1
FAM57B	0	0.656221765228111	0.56	0	0	Cancer stem cells	FAM57B
RS1	0	0.656193884834996	0.482	0	0	Cancer stem cells	RS1
PLOD2	0	0.653356194434838	0.542	0.013	0	Cancer stem cells	PLOD2
LINC00599	0	0.652991178465375	0.53	0	0	Cancer stem cells	LINC00599
ARL4D	0	0.65006716600345	0.524	0.027	0	Cancer stem cells	ARL4D
OTX2	0	0.642963171383404	0.56	0.001	0	Cancer stem cells	OTX2
CPLX4	0	0.640362710640413	0.571	0	0	Cancer stem cells	CPLX4
CRB1	0	0.634240629119999	0.571	0	0	Cancer stem cells	CRB1
MAK	0	0.633446453035901	0.589	0.001	0	Cancer stem cells	MAK
RP11-240M16.1	0	0.618579024742989	0.476	0	0	Cancer stem cells	RP11-240M16.1
KCNB1	0	0.618481437245264	0.583	0	0	Cancer stem cells	KCNB1
DMD	0	0.607806639441908	0.512	0.016	0	Cancer stem cells	DMD
RGS9	0	0.603308326427007	0.548	0.002	0	Cancer stem cells	RGS9
CRX	0	0.601880003984227	0.554	0.001	0	Cancer stem cells	CRX
PDE6B	0	0.589162470435186	0.56	0.006	0	Cancer stem cells	PDE6B
ATP1A3	0	0.582301207999836	0.536	0.003	0	Cancer stem cells	ATP1A3
SYCE1L	0	0.568643608576701	0.494	0.007	0	Cancer stem cells	SYCE1L
MARCH1	0	0.565169160265959	0.488	0.012	0	Cancer stem cells	MARCH1
PCSK1N	0	0.563875470804795	0.542	0.015	0	Cancer stem cells	PCSK1N
AHI1	0	0.561954154291922	0.554	0.033	0	Cancer stem cells	AHI1
TSPAN7	0	0.554967917723835	0.536	0.003	0	Cancer stem cells	TSPAN7
PLA2G4C	0	0.55265374323599	0.5	0.011	0	Cancer stem cells	PLA2G4C
NTM	0	0.541361410041401	0.518	0.001	0	Cancer stem cells	NTM
SCAMP5	0	0.531398077970823	0.518	0.003	0	Cancer stem cells	SCAMP5
AC004540.5	0	0.530299752498343	0.488	0.001	0	Cancer stem cells	AC004540.5
RP11-184I16.4	0	0.524536133440535	0.482	0	0	Cancer stem cells	RP11-184I16.4
ABCA4	0	0.523755710857863	0.506	0.001	0	Cancer stem cells	ABCA4
CHRNA3	0	0.523755710857863	0.446	0.001	0	Cancer stem cells	CHRNA3
GPR160	0	0.52318339699377	0.476	0.004	0	Cancer stem cells	GPR160
CA2	0	0.522504875376669	0.28	0.006	0	Cancer stem cells	CA2
DUSP26	0	0.509877597819457	0.494	0.001	0	Cancer stem cells	DUSP26
CDHR1	0	0.504879420586873	0.458	0.002	0	Cancer stem cells	CDHR1
RP11-212I21.2	0	0.493692865370035	0.464	0.002	0	Cancer stem cells	RP11-212I21.2
RP11-39E3.3	0	0.492388760728867	0.429	0	0	Cancer stem cells	RP11-39E3.3
RD3	0	0.485214947131196	0.429	0	0	Cancer stem cells	RD3
CABP4	0	0.484671275662647	0.417	0.001	0	Cancer stem cells	CABP4
ANKRD33	0	0.481587051369894	0.464	0	0	Cancer stem cells	ANKRD33
RDH12	0	0.47768071615903	0.446	0	0	Cancer stem cells	RDH12
ARL6	0	0.473506971264855	0.476	0.004	0	Cancer stem cells	ARL6
DYX1C1	0	0.465322356638228	0.452	0.004	0	Cancer stem cells	DYX1C1
GACAT2	0	0.462880263894245	0.411	0	0	Cancer stem cells	GACAT2
SMAD1	0	0.45497826811927	0.411	0.007	0	Cancer stem cells	SMAD1
DPYSL3	0	0.446393621588895	0.458	0.005	0	Cancer stem cells	DPYSL3
RORB	0	0.434251868312979	0.399	0.002	0	Cancer stem cells	RORB
ANK2	0	0.434063756263634	0.464	0.005	0	Cancer stem cells	ANK2
PPFIA2	0	0.431999669555106	0.411	0.001	0	Cancer stem cells	PPFIA2
WASF3	0	0.427078413463282	0.44	0.005	0	Cancer stem cells	WASF3
KIFC3	0	0.424108074354068	0.429	0.014	0	Cancer stem cells	KIFC3
COBLL1	0	0.422526315999906	0.399	0.008	0	Cancer stem cells	COBLL1
OSBP2	0	0.419875336583584	0.399	0.001	0	Cancer stem cells	OSBP2
PTPN13	0	0.415116305220984	0.435	0.012	0	Cancer stem cells	PTPN13
TMEM244	0	0.412185395545762	0.411	0.001	0	Cancer stem cells	TMEM244
MEIS2	0	0.409308829118036	0.381	0.014	0	Cancer stem cells	MEIS2
SRRM4	0	0.40885379786958	0.405	0	0	Cancer stem cells	SRRM4
ARL13B	0	0.404545605672572	0.417	0.015	0	Cancer stem cells	ARL13B
BEX1	0	0.401949464706049	0.345	0.012	0	Cancer stem cells	BEX1
