p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
RBP3	0	1.31256098418306	0.78	0.001	0	13	RBP3
CADM2	0	1.29767429388527	0.804	0.002	0	13	CADM2
RTBDN	0	1.28690626236011	0.756	0.001	0	13	RTBDN
IMPG2	0	1.27341035516511	0.815	0.001	0	13	IMPG2
GUCA1B	0	1.26794046875926	0.732	0.001	0	13	GUCA1B
GUCA1A	0	1.24630973933588	0.613	0.001	0	13	GUCA1A
PPP2R2B	0	1.23520386176637	0.804	0.015	0	13	PPP2R2B
GNB1	0	1.20330332915765	0.768	0.054	0	13	GNB1
PDC	0	1.19366600585046	0.726	0.001	0	13	PDC
RP11-431M3.2	0	1.13830511927691	0.726	0.001	0	13	RP11-431M3.2
IMPG1	0	1.11256294871197	0.744	0.001	0	13	IMPG1
PCBP4	0	1.11148756165268	0.762	0.009	0	13	PCBP4
CABP5	0	1.08345508637222	0.732	0.001	0	13	CABP5
CPE	0	1.06969814331353	0.726	0.005	0	13	CPE
ELOVL4	0	1.05559949029153	0.78	0.002	0	13	ELOVL4
PRPH2	0	1.00222197790186	0.78	0	0	13	PRPH2
CNGB1	0	0.997566869310039	0.726	0.001	0	13	CNGB1
FSTL5	0	0.983388449370068	0.732	0.001	0	13	FSTL5
PDE6A	0	0.981971542584247	0.738	0.001	0	13	PDE6A
ALDOC	0	0.898208418020731	0.72	0.017	0	13	ALDOC
RAX2	0	0.8668034023507	0.726	0	0	13	RAX2
SNCB	0	0.850160771245809	0.643	0.013	0	13	SNCB
ZNF385A	0	0.819701563761101	0.661	0.014	0	13	ZNF385A
MPP4	0	0.813477162417064	0.589	0.002	0	13	MPP4
VTN	0	0.812486464775036	0.565	0.007	0	13	VTN
TFPI2	0	0.810646936364927	0.631	0.019	0	13	TFPI2
DDC	0	0.791638491745032	0.613	0	0	13	DDC
PRCD	0	0.777337340921638	0.637	0.008	0	13	PRCD
TULP1	0	0.761150222119225	0.637	0.001	0	13	TULP1
NR2E3	0	0.755913657861148	0.631	0	0	13	NR2E3
EPB41L2	0	0.751893446682777	0.696	0.015	0	13	EPB41L2
ATP1B2	0	0.75009716027322	0.643	0.023	0	13	ATP1B2
STX3	0	0.742445186996674	0.679	0.039	0	13	STX3
SEPT4	0	0.719700689041861	0.625	0.025	0	13	SEPT4
REEP6	0	0.717191580823198	0.565	0.014	0	13	REEP6
PROM1	0	0.715409199486154	0.631	0.001	0	13	PROM1
RIMS2	0	0.714422479285128	0.595	0.023	0	13	RIMS2
FAM161A	0	0.708776156881576	0.619	0.017	0	13	FAM161A
SYP	0	0.690361430645746	0.619	0.002	0	13	SYP
CLUL1	0	0.673414520321841	0.583	0.001	0	13	CLUL1
PSIP1	0	0.659921701358723	0.637	0.041	0	13	PSIP1
FAM57B	0	0.656221765228111	0.56	0	0	13	FAM57B
RS1	0	0.656193884834996	0.482	0	0	13	RS1
PLOD2	0	0.653356194434838	0.542	0.013	0	13	PLOD2
LINC00599	0	0.652991178465375	0.53	0	0	13	LINC00599
ARL4D	0	0.65006716600345	0.524	0.027	0	13	ARL4D
OTX2	0	0.642963171383404	0.56	0.001	0	13	OTX2
CPLX4	0	0.640362710640413	0.571	0	0	13	CPLX4
CRB1	0	0.634240629119999	0.571	0	0	13	CRB1
MAK	0	0.633446453035901	0.589	0.001	0	13	MAK
RP11-240M16.1	0	0.618579024742989	0.476	0	0	13	RP11-240M16.1
KCNB1	0	0.618481437245264	0.583	0	0	13	KCNB1
DMD	0	0.607806639441908	0.512	0.016	0	13	DMD
RGS9	0	0.603308326427007	0.548	0.002	0	13	RGS9
CRX	0	0.601880003984227	0.554	0.001	0	13	CRX
PDE6B	0	0.589162470435186	0.56	0.006	0	13	PDE6B
ATP1A3	0	0.582301207999836	0.536	0.003	0	13	ATP1A3
SYCE1L	0	0.568643608576701	0.494	0.007	0	13	SYCE1L
MARCH1	0	0.565169160265959	0.488	0.012	0	13	MARCH1
PCSK1N	0	0.563875470804795	0.542	0.015	0	13	PCSK1N
AHI1	0	0.561954154291922	0.554	0.033	0	13	AHI1
TSPAN7	0	0.554967917723835	0.536	0.003	0	13	TSPAN7
PLA2G4C	0	0.55265374323599	0.5	0.011	0	13	PLA2G4C
NTM	0	0.541361410041401	0.518	0.001	0	13	NTM
SCAMP5	0	0.531398077970823	0.518	0.003	0	13	SCAMP5
AC004540.5	0	0.530299752498343	0.488	0.001	0	13	AC004540.5
RP11-184I16.4	0	0.524536133440535	0.482	0	0	13	RP11-184I16.4
ABCA4	0	0.523755710857863	0.506	0.001	0	13	ABCA4
CHRNA3	0	0.523755710857863	0.446	0.001	0	13	CHRNA3
GPR160	0	0.52318339699377	0.476	0.004	0	13	GPR160
CA2	0	0.522504875376669	0.28	0.006	0	13	CA2
DUSP26	0	0.509877597819457	0.494	0.001	0	13	DUSP26
CDHR1	0	0.504879420586873	0.458	0.002	0	13	CDHR1
RP11-212I21.2	0	0.493692865370035	0.464	0.002	0	13	RP11-212I21.2
RP11-39E3.3	0	0.492388760728867	0.429	0	0	13	RP11-39E3.3
RD3	0	0.485214947131196	0.429	0	0	13	RD3
CABP4	0	0.484671275662647	0.417	0.001	0	13	CABP4
ANKRD33	0	0.481587051369894	0.464	0	0	13	ANKRD33
RDH12	0	0.47768071615903	0.446	0	0	13	RDH12
ARL6	0	0.473506971264855	0.476	0.004	0	13	ARL6
DYX1C1	0	0.465322356638228	0.452	0.004	0	13	DYX1C1
GACAT2	0	0.462880263894245	0.411	0	0	13	GACAT2
SMAD1	0	0.45497826811927	0.411	0.007	0	13	SMAD1
DPYSL3	0	0.446393621588895	0.458	0.005	0	13	DPYSL3
RORB	0	0.434251868312979	0.399	0.002	0	13	RORB
ANK2	0	0.434063756263634	0.464	0.005	0	13	ANK2
PPFIA2	0	0.431999669555106	0.411	0.001	0	13	PPFIA2
WASF3	0	0.427078413463282	0.44	0.005	0	13	WASF3
KIFC3	0	0.424108074354068	0.429	0.014	0	13	KIFC3
COBLL1	0	0.422526315999906	0.399	0.008	0	13	COBLL1
OSBP2	0	0.419875336583584	0.399	0.001	0	13	OSBP2
PTPN13	0	0.415116305220984	0.435	0.012	0	13	PTPN13
TMEM244	0	0.412185395545762	0.411	0.001	0	13	TMEM244
MEIS2	0	0.409308829118036	0.381	0.014	0	13	MEIS2
SRRM4	0	0.40885379786958	0.405	0	0	13	SRRM4
ARL13B	0	0.404545605672572	0.417	0.015	0	13	ARL13B
BEX1	0	0.401949464706049	0.345	0.012	0	13	BEX1
MIR124-2HG	0	0.401014834411113	0.375	0	0	13	MIR124-2HG
MLLT11	0	0.390768710230416	0.369	0.006	0	13	MLLT11
PKIB	0	0.389702471804366	0.393	0.006	0	13	PKIB
RASSF2	0	0.381281862653017	0.387	0.015	0	13	RASSF2
PCDH15	0	0.380698268459278	0.375	0	0	13	PCDH15
MAB21L1	0	0.380558889809074	0.363	0.001	0	13	MAB21L1
SLC1A7	0	0.380544953012446	0.387	0.001	0	13	SLC1A7
ANKRD33B	0	0.379458480875262	0.357	0.002	0	13	ANKRD33B
SAMD7	0	0.372883489459862	0.369	0	0	13	SAMD7
EYS	0	0.372702237847272	0.369	0	0	13	EYS
OTX2-AS1	0	0.372702237847272	0.333	0	0	13	OTX2-AS1
ANO2	0	0.372493142185245	0.387	0.001	0	13	ANO2
INA	0	0.368511812383215	0.345	0	0	13	INA
DLG4	0	0.365269055288119	0.387	0.003	0	13	DLG4
BCAT1	0	0.3637038467922	0.357	0.011	0	13	BCAT1
SAMD11	0	0.363008986386417	0.345	0.002	0	13	SAMD11
NEURL1	0	0.362201906302532	0.375	0.002	0	13	NEURL1
RIC3	0	0.356851941282176	0.399	0.015	0	13	RIC3
YPEL2	0	0.35381604373517	0.375	0.014	0	13	YPEL2
FAM107A	0	0.353346875809513	0.363	0.002	0	13	FAM107A
ARHGAP10	0	0.352361018839136	0.393	0.015	0	13	ARHGAP10
CAMK1D	0	0.347917031742622	0.387	0.012	0	13	CAMK1D
EGFLAM	0	0.34769316309832	0.339	0	0	13	EGFLAM
SPINK4	0	0.344012476221969	0.315	0	0	13	SPINK4
LBHD1	0	0.327764968021763	0.333	0.003	0	13	LBHD1
SGIP1	0	0.324733923064689	0.304	0.002	0	13	SGIP1
SCG3	0	0.323718602769117	0.315	0.003	0	13	SCG3
FZD3	0	0.317261424807134	0.351	0.008	0	13	FZD3
C20orf141	0	0.313906128874835	0.292	0	0	13	C20orf141
ABCA7	0	0.313139675349639	0.321	0.005	0	13	ABCA7
SSX2IP	0	0.312640327265914	0.315	0.005	0	13	SSX2IP
REEP2	0	0.312011370934438	0.31	0.002	0	13	REEP2
MAP7	0	0.310022953156652	0.31	0.003	0	13	MAP7
LGALSL	0	0.308343528485219	0.304	0.005	0	13	LGALSL
FAM124A	0	0.307876792016561	0.31	0.002	0	13	FAM124A
LIMCH1	0	0.30701309603708	0.292	0.006	0	13	LIMCH1
SLC24A1	0	0.305860143558026	0.315	0.003	0	13	SLC24A1
RDH8	0	0.305200339796918	0.333	0	0	13	RDH8
GLB1L2	0	0.302011876815682	0.31	0.003	0	13	GLB1L2
APLP1	0	0.299870806691471	0.286	0.001	0	13	APLP1
TMEM108	0	0.299829009699455	0.321	0.001	0	13	TMEM108
SLC38A3	0	0.299313657054527	0.321	0.001	0	13	SLC38A3
ROGDI	0	0.292534575444265	0.333	0.011	0	13	ROGDI
FRMPD1	0	0.29192722215606	0.304	0	0	13	FRMPD1
PODXL	0	0.291354088523531	0.304	0.003	0	13	PODXL
GADD45G	0	0.288873437016201	0.262	0.007	0	13	GADD45G
ADCY1	0	0.28778014838433	0.274	0.004	0	13	ADCY1
MIAT	0	0.287460785995562	0.262	0.004	0	13	MIAT
ELSPBP1	0	0.283054373971356	0.298	0	0	13	ELSPBP1
PLCD4	0	0.277277772113242	0.292	0.001	0	13	PLCD4
FHOD3	0	0.276804326815179	0.286	0.002	0	13	FHOD3
CASZ1	0	0.276036313689441	0.286	0.007	0	13	CASZ1
PAQR4	0	0.273413221040226	0.292	0.005	0	13	PAQR4
TRAK1	0	0.272359381578671	0.315	0.009	0	13	TRAK1
C1QTNF4	0	0.272261803716469	0.262	0.002	0	13	C1QTNF4
MATN2	0	0.27174967314151	0.274	0.005	0	13	MATN2
TTLL7	0	0.268186152990596	0.28	0.001	0	13	TTLL7
PCBP3	0	0.266210390218504	0.274	0.003	0	13	PCBP3
SV2B	0	0.263894995429264	0.28	0.001	0	13	SV2B
USP2	0	0.261849193826442	0.256	0.003	0	13	USP2
AMER2	0	0.260665755681546	0.274	0.008	0	13	AMER2
USH2A	0	0.260363719368703	0.28	0	0	13	USH2A
TRIM36	0	0.254247068349087	0.274	0.001	0	13	TRIM36
ABLIM1	1.68186998499728e-302	0.531640204397723	0.464	0.023	3.87889674639922e-298	13	ABLIM1
RP11-395G23.3	6.34544857547123e-299	0.379513054902716	0.381	0.016	1.46345080496093e-294	13	RP11-395G23.3
DAXX	2.87191525883226e-298	0.661347787302175	0.548	0.033	6.62349816144483e-294	13	DAXX
TMEM237	6.53797183270457e-296	0.361508591158517	0.393	0.017	1.50785244377665e-291	13	TMEM237
LENG8	2.22897719978135e-289	0.616349283163859	0.554	0.035	5.14069011585572e-285	13	LENG8
GNB5	3.12729095799894e-289	0.41232317358865	0.47	0.025	7.21247113643297e-285	13	GNB5
ST5	2.99344497721028e-285	0.529337086042623	0.482	0.027	6.90378215094007e-281	13	ST5
WRB	8.07526574840783e-285	0.787911823112366	0.726	0.062	1.8623985395553e-280	13	WRB
RALGPS2	1.81582691640271e-283	0.357708781267239	0.375	0.016	4.18784161729957e-279	13	RALGPS2
GSKIP	2.90446501493113e-283	0.360879789278732	0.393	0.018	6.69856766393566e-279	13	GSKIP
ATP6V0E2	5.815183779291e-283	0.451577757306433	0.53	0.032	1.34115583501788e-278	13	ATP6V0E2
DGKE	1.78467195112768e-282	0.254714766767564	0.274	0.009	4.11598892088578e-278	13	DGKE
ARL3	5.56773996774016e-276	0.5995960161608	0.565	0.038	1.28408786875991e-271	13	ARL3
TMEM176A	9.31583317857982e-275	0.681921095375087	0.494	0.029	2.14851060597586e-270	13	TMEM176A
RAB3IP	1.67391208738042e-273	0.254383526684486	0.28	0.009	3.86054344712547e-269	13	RAB3IP
C16orf74	1.39529925937826e-255	0.336282838428521	0.363	0.017	3.21797868190408e-251	13	C16orf74
RAB28	9.47489114793726e-255	0.504308581615595	0.536	0.037	2.18519414544877e-250	13	RAB28
R3HCC1	2.6921623984877e-241	0.38788729772915	0.435	0.025	6.20893413963217e-237	13	R3HCC1
P4HTM	4.92837247857407e-239	0.261186420199361	0.298	0.012	1.13663054473354e-234	13	P4HTM
RAB3A	1.1980453040137e-238	0.348514044097051	0.357	0.017	2.7630518846468e-234	13	RAB3A
TPD52	3.75766908288718e-235	0.350846081556572	0.369	0.019	8.66631220586269e-231	13	TPD52
IMPDH1	3.12778414254071e-230	0.356323647330518	0.423	0.025	7.21360856794163e-226	13	IMPDH1
IDH1	1.01310589113896e-219	0.424879192978442	0.458	0.031	2.33652611673377e-215	13	IDH1
TMEM176B1	3.90316809648544e-219	0.618736608433113	0.488	0.035	9.00187658092436e-215	13	TMEM176B
NT5E	9.59753711295908e-219	0.510594387011511	0.5	0.037	2.21347998436175e-214	13	NT5E
CNRIP1	2.58332977281624e-216	0.30372110174164	0.357	0.019	5.9579334550461e-212	13	CNRIP1
BBS7	2.09680244083227e-214	0.325116849688394	0.363	0.02	4.83585546929147e-210	13	BBS7
ZC3H14	1.10864044115572e-213	0.407413740622793	0.405	0.025	2.55685744943743e-209	13	ZC3H14
FAM127C	1.38771578987222e-211	0.274481382951181	0.31	0.015	3.20048892618229e-207	13	FAM127C
TPM11	2.0764116524872e-209	0.391809948528922	0.458	0.032	4.78882819413123e-205	13	TPM1
HPRT1	1.51526351734003e-202	0.535262171621798	0.571	0.052	3.49465225004131e-198	13	HPRT1
VOPP1	2.02114287071348e-200	0.5504459392438	0.565	0.051	4.66136180272651e-196	13	VOPP1
TUBA1A1	6.31018843913536e-200	1.29524617412712	0.798	0.112	1.45531875971779e-195	13	TUBA1A
SLC6A6	4.45697752615647e-191	0.308255265910728	0.321	0.017	1.02791272685747e-186	13	SLC6A6
PHYHD1	2.67414720234884e-188	0.267940108590206	0.274	0.013	6.16738569277714e-184	13	PHYHD1
NSF	3.604293668861e-186	0.305255051111607	0.357	0.022	8.31258248849412e-182	13	NSF
TTC39C	2.45867705433073e-178	0.324849562817293	0.369	0.024	5.67044689040297e-174	13	TTC39C
EPB41	6.16514882787379e-178	0.335967878169463	0.381	0.026	1.42186827417253e-173	13	EPB41
IGSF11	1.23130059893982e-177	0.352552508372479	0.315	0.018	2.83974857133491e-173	13	IGSF11
ZNF326	9.41566840136411e-174	0.382190728219629	0.429	0.034	2.1715356034066e-169	13	ZNF326
PDE4DIP	9.79689999255906e-171	0.734433305936932	0.726	0.101	2.2594590452839e-166	13	PDE4DIP
NRIP1	1.27298574307631e-159	0.295509228451157	0.315	0.02	2.9358870192569e-155	13	NRIP1
PFKP	7.38828916860557e-159	0.426018735562126	0.476	0.045	1.7039611309555e-154	13	PFKP
FAIM	1.80043597139297e-157	0.264881477925041	0.28	0.016	4.1523454808236e-153	13	FAIM
DDAH2	1.02261765744335e-151	0.466017031501333	0.393	0.032	2.3584631033616e-147	13	DDAH2
HKR1	6.17779466798372e-150	0.261763910382376	0.292	0.018	1.42478478427708e-145	13	HKR1
SORBS2	1.1607926876554e-148	0.552088382469051	0.506	0.054	2.67713617553964e-144	13	SORBS2
PCMTD2	1.65632429357027e-146	0.316177715514412	0.393	0.033	3.81998071826112e-142	13	PCMTD2
PEA151	2.19208668706869e-146	0.584760800483572	0.631	0.084	5.05560952638651e-142	13	PEA15
CHD9	8.21148379355461e-145	0.545030744865432	0.589	0.075	1.8938145073075e-140	13	CHD9
DPH1	1.0559841441302e-143	0.281878400097393	0.304	0.02	2.43541623160749e-139	13	DPH1
SEZ6L2	4.51424962796336e-142	0.305153400468128	0.351	0.027	1.04112139169719e-137	13	SEZ6L2
WLS	2.44431048233928e-140	0.336582712218772	0.399	0.035	5.63731326541908e-136	13	WLS
OCIAD2	2.58707945618178e-137	0.493942753419069	0.488	0.054	5.96658134979203e-133	13	OCIAD2
C18orf32	3.59763032887236e-137	0.437792237755824	0.536	0.064	8.29721482747833e-133	13	C18orf32
KIF9	1.13943180389665e-136	0.264764833712864	0.292	0.02	2.62787156932685e-132	13	KIF9
TMEM107	1.62430894141978e-136	0.301830644658924	0.345	0.027	3.74614371159644e-132	13	TMEM107
CLSTN1	3.74265965856133e-135	0.372778671173092	0.417	0.04	8.63169597054e-131	13	CLSTN1
HMGN11	7.25268173027885e-135	1.4665233304713	0.94	0.293	1.67268598745421e-130	13	HMGN1
MOAP1	1.77200284019398e-133	0.284120843497769	0.333	0.026	4.08677015033937e-129	13	MOAP1
DST	3.16069794807857e-132	0.286690843003299	0.28	0.019	7.2895176776536e-128	13	DST
NDRG3	6.34133608528681e-132	0.290601979443984	0.339	0.027	1.4625023413497e-127	13	NDRG3
ARHGEF9	3.3569910218484e-129	0.264805730999335	0.286	0.02	7.74222839368896e-125	13	ARHGEF9
IFT57	6.51074053757999e-129	0.262259658674327	0.304	0.023	1.50157209018207e-124	13	IFT57
CTBP2	9.68761277256477e-127	0.250615756068795	0.315	0.025	2.23425413373661e-122	13	CTBP2
IFT22	1.21115334865267e-126	0.320879849055425	0.387	0.036	2.79328296799766e-122	13	IFT22
ABCC5	3.16385104733616e-126	0.383909241591831	0.357	0.032	7.29678967047139e-122	13	ABCC5
WDR54	5.63124050064633e-126	0.253019064828572	0.304	0.023	1.29873299666406e-121	13	WDR54
PRELID2	6.77448425826194e-124	0.267782086208401	0.256	0.017	1.56239930448295e-119	13	PRELID2
CLASP2	8.21504291698794e-124	0.317280322526292	0.351	0.031	1.89463534794493e-119	13	CLASP2
UBXN4	2.79599302033699e-122	0.67389747859734	0.714	0.131	6.44839870280319e-118	13	UBXN4
AKAP9	6.04794887977632e-120	0.697262581617415	0.619	0.1	1.39483845014281e-115	13	AKAP9
ERN1	9.84443696871702e-120	0.289279210074333	0.339	0.03	2.27042249809521e-115	13	ERN1
MBTPS1	4.67392630796156e-119	0.310736875875527	0.333	0.029	1.07794762440517e-114	13	MBTPS1
WBP2	2.9943672023593e-117	0.64989723853962	0.679	0.121	6.90590907880126e-113	13	WBP2
ARL6IP51	3.2031102688557e-117	0.648501223759253	0.744	0.144	7.3873332130619e-113	13	ARL6IP5
HTRA1	1.54941922399719e-116	0.297552761241574	0.315	0.027	3.57342555630472e-112	13	HTRA1
GABARAPL1	1.24018234596405e-115	0.527484070476621	0.536	0.075	2.86023254449689e-111	13	GABARAPL1
SEC62	4.10442532185122e-114	0.624824922060006	0.69	0.126	9.46603611978547e-110	13	SEC62
TMEM138	2.26559030905843e-111	0.286214787691194	0.321	0.029	5.22513092978145e-107	13	TMEM138
MAP2	4.84602097869746e-111	0.392360530051469	0.452	0.054	1.11763781831699e-106	13	MAP2
KIF2A	7.75018602220437e-109	0.369961918374539	0.411	0.047	1.78742540230099e-104	13	KIF2A
PTMS1	6.28742302976612e-108	0.858744719965149	0.78	0.181	1.45006837335496e-103	13	PTMS
ATP2B1	2.86179512945139e-105	0.39228543217148	0.446	0.057	6.60015810705374e-101	13	ATP2B1
TUBB4B1	3.83813675399059e-104	0.968989924042065	0.78	0.191	8.85189479572849e-100	13	TUBB4B
CC2D2A	9.15472505797538e-104	0.252382032866248	0.315	0.029	2.11135424012086e-99	13	CC2D2A
BAZ2B	2.26526887851496e-103	0.340458097318612	0.381	0.043	5.22438961451906e-99	13	BAZ2B
FOXO3	3.09141501658764e-103	0.272521638407499	0.31	0.029	7.12973045275608e-99	13	FOXO3
LPCAT1	2.55507968083731e-102	0.267217263184475	0.268	0.022	5.89278026791509e-98	13	LPCAT1
MAP1LC3A	3.03335281567776e-102	0.507802497499384	0.548	0.087	6.99582159879761e-98	13	MAP1LC3A
MSI2	3.80373613938893e-100	0.368830437938953	0.429	0.054	8.77255665827268e-96	13	MSI2
HK1	8.73507055708284e-100	0.352793562495421	0.44	0.057	2.01456932258002e-95	13	HK1
RSBN1L	3.56181613346869e-98	0.309942145350597	0.387	0.046	8.21461654861884e-94	13	RSBN1L
ATP6V0A1	4.89669403965073e-98	0.274067593563714	0.31	0.03	1.12932454636465e-93	13	ATP6V0A1
BEX2	1.44592808680584e-97	0.340810134946049	0.387	0.046	3.33474394660031e-93	13	BEX2
HIST1H4C1	7.69434656183644e-97	0.634619991270643	0.601	0.11	1.77454714755634e-92	13	HIST1H4C
ILF3-AS1	2.81349648132814e-96	0.2654840530845	0.315	0.031	6.48876693488709e-92	13	ILF3-AS1
BZW2	7.2694023139624e-95	0.328353969375109	0.363	0.042	1.67654225566915e-90	13	BZW2
COX17	1.87937273142904e-92	0.556402395875227	0.607	0.116	4.33439733049479e-88	13	COX17
MBNL2	9.35137082254951e-92	0.337435324729122	0.393	0.05	2.15670665280459e-87	13	MBNL2
IFT43	2.06111718166803e-91	0.264259791020259	0.31	0.032	4.75355455608099e-87	13	IFT43
CLCN3	1.33952301799666e-87	0.386074811680792	0.47	0.072	3.0893419364057e-83	13	CLCN3
KIF1A	5.4379815595302e-87	0.25641601004487	0.28	0.028	1.25416168707445e-82	13	KIF1A
RTN3	2.36426586403753e-86	0.357044905020363	0.476	0.074	5.45270636222976e-82	13	RTN3
PRMT1	7.15372888686712e-85	0.479469705061505	0.554	0.104	1.64986449317816e-80	13	PRMT1
HMGN21	4.83673529154856e-84	0.948219262625043	0.833	0.285	1.11549626028984e-79	13	HMGN2
ECHDC2	1.03959301823121e-83	0.292649372110576	0.327	0.038	2.39761337794664e-79	13	ECHDC2
TNRC6B	6.01007306191393e-83	0.333703178086195	0.429	0.063	1.38610315026921e-78	13	TNRC6B
STXBP1	9.39284711316604e-83	0.331632057412503	0.411	0.058	2.16627232970948e-78	13	STXBP1
RAB11B	1.00129828859739e-81	0.432638405377406	0.554	0.104	2.30929424299215e-77	13	RAB11B
PKM2	1.41268613150516e-81	1.00797312923873	0.857	0.309	3.25807802509035e-77	13	PKM
PTP4A32	4.7783371376116e-81	0.597309805071001	0.726	0.173	1.10202789404736e-76	13	PTP4A3
TIMM17B	4.83290061035919e-79	0.297653025797334	0.363	0.049	1.11461186776714e-74	13	TIMM17B
DDB1	6.19467028819573e-79	0.389123095007332	0.47	0.079	1.42867680856658e-74	13	DDB1
VPS36	1.32287281174205e-78	0.293568214277565	0.375	0.052	3.0509415657207e-74	13	VPS36
TMEM50B	1.960179502836e-78	0.379558721173616	0.482	0.083	4.52076198739066e-74	13	TMEM50B
FRMD4B	1.92552949925708e-77	0.265530670339823	0.31	0.037	4.44084868413661e-73	13	FRMD4B
RTN41	2.28070754667654e-77	0.799937854858054	0.762	0.234	5.25999581490009e-73	13	RTN4
PRNP	2.01111854750853e-76	0.438927084054766	0.565	0.114	4.63824270611893e-72	13	PRNP
C15orf61	7.9914832447844e-76	0.329495102827334	0.369	0.052	1.84307578074463e-71	13	C15orf61
SLC20A1	1.29626888519981e-74	0.280629984809755	0.304	0.037	2.98958492993632e-70	13	SLC20A1
ADD1	2.52517045064126e-74	0.342765631186187	0.387	0.058	5.82380061031393e-70	13	ADD1
CD46	3.59246772936548e-74	0.394911091273199	0.423	0.068	8.2853083242356e-70	13	CD46
MCUR1	7.12199253439092e-74	0.297453674365382	0.375	0.054	1.64254513820658e-69	13	MCUR1
SERINC1	9.27399214639494e-74	0.404738785719473	0.518	0.099	2.13886080872306e-69	13	SERINC1
MAP3K13	1.19783490570019e-73	0.276567098438933	0.375	0.054	2.76256664301635e-69	13	MAP3K13
SRPK1	1.12978073221591e-72	0.250983430073938	0.315	0.04	2.60561330270955e-68	13	SRPK1
SND1	1.24140759552864e-72	0.408790294546089	0.464	0.083	2.8630583375677e-68	13	SND1
WAPL	6.97974770230778e-71	0.29104660857065	0.369	0.055	1.60973921258324e-66	13	WAPL
SELK2	3.99229057231042e-70	0.671845292364922	0.667	0.181	9.20741974691953e-66	13	SELK
BNIP3L	7.490857907617e-70	0.417674243895088	0.548	0.113	1.72761655923371e-65	13	BNIP3L
PRUNE2	9.82074395063485e-70	0.404065207145235	0.411	0.068	2.26495817733491e-65	13	PRUNE2
H3F3B1	1.93957114292012e-69	1.05729262029334	0.97	0.895	4.47323292691667e-65	13	H3F3B
TMX4	2.26100056972129e-69	0.299789459609073	0.375	0.057	5.21454561394821e-65	13	TMX4
HIST1H1C1	2.30519728754952e-69	0.359392175203769	0.351	0.051	5.31647650427546e-65	13	HIST1H1C
ATG13	3.11413222553069e-69	0.250377848967309	0.274	0.032	7.18212315174144e-65	13	ATG13
TUBA1B3	1.34966185089532e-67	1.07011585445707	0.833	0.345	3.11272512671987e-63	13	TUBA1B
TMED4	8.92212385563352e-66	0.368971005081396	0.464	0.089	2.05770942482476e-61	13	TMED4
VAMP2	6.87483215243586e-65	0.348639243738013	0.417	0.074	1.58554253931628e-60	13	VAMP2
TSC22D11	4.89555593849885e-64	0.365712384329457	0.405	0.07	1.12906206609599e-59	13	TSC22D1
YBX3	1.86136231072452e-63	0.421971539145819	0.518	0.114	4.29285989722397e-59	13	YBX3
NFKBIZ	8.36822961457461e-62	0.483983785447944	0.458	0.092	1.92996479600934e-57	13	NFKBIZ
CNOT7	9.26081324114533e-62	0.329730919350291	0.44	0.084	2.13582135780535e-57	13	CNOT7
STMN11	3.66200526430845e-61	0.589591860085182	0.702	0.208	8.44568274107458e-57	13	STMN1
PNISR	5.24794455869754e-61	0.367405117318999	0.476	0.098	1.21033345357241e-56	13	PNISR
UCHL1	5.62240787925412e-61	0.28599883481546	0.256	0.031	1.29669592919238e-56	13	UCHL1
RHBDD2	2.02586624800922e-58	0.333360866465176	0.423	0.082	4.67225532778366e-54	13	RHBDD2
KRAS	2.04221028068386e-58	0.287080089647696	0.351	0.058	4.70994957034118e-54	13	KRAS
THUMPD3-AS1	3.73442451538252e-58	0.256894005395244	0.315	0.048	8.61270325982671e-54	13	THUMPD3-AS1
SCARB2	5.90435659724509e-58	0.308586274170888	0.363	0.062	1.36172176202263e-53	13	SCARB2
SPCS11	8.1941794177518e-58	0.542437113428366	0.738	0.246	1.8898235991161e-53	13	SPCS1
HMGB22	1.4540307697107e-57	0.287164037682677	0.423	0.08	3.35343116418378e-53	13	HMGB2
PFN2	1.90332139801637e-57	0.317842624232203	0.399	0.074	4.38963014024514e-53	13	PFN2
BCL2L1	3.2137738255159e-57	0.283161611791836	0.339	0.055	7.41192657378732e-53	13	BCL2L1
EFR3A	4.61541413520728e-57	0.286463756444067	0.387	0.07	1.06445296200286e-52	13	EFR3A
PRDX2	5.68282938456503e-57	0.607346056165674	0.649	0.199	1.31063094096223e-52	13	PRDX2
NGRN	6.19018707587243e-57	0.430324608331877	0.571	0.147	1.42764284530846e-52	13	NGRN
PPA1	5.13570765901359e-56	0.572962903076282	0.607	0.169	1.1844482573983e-51	13	PPA1
SYNE2	7.53361856686264e-56	0.377981377511177	0.494	0.11	1.73747845007553e-51	13	SYNE2
CAMTA1	3.12118884165437e-55	0.360936936750283	0.494	0.113	7.19839782550747e-51	13	CAMTA1
DDX17	1.57738502702101e-54	0.470531546795342	0.583	0.157	3.63792308781856e-50	13	DDX17
EIF1B	1.7254311574821e-54	0.413362162501526	0.601	0.163	3.97936187850096e-50	13	EIF1B
CCPG1	7.53305540386278e-54	0.270345776014742	0.333	0.056	1.73734856779287e-49	13	CCPG1
DDIT3	8.47178887184104e-54	0.469230641610184	0.524	0.13	1.9538486675127e-49	13	DDIT3
UBE2E3	1.57443034780727e-53	0.310082195221476	0.458	0.099	3.6311087111479e-49	13	UBE2E3
